t_host_s,baro.temp_C,pm.batteryLevel_pct,pm.chargeCurrent_mA,pm.state,pm.vbat_V
0.212,32.111,10.000,0.001,0,3.294
0.412,32.123,10.000,0.001,0,3.283
0.610,32.132,10.000,0.001,0,3.283
0.810,32.140,10.000,0.001,0,3.283
1.010,32.140,10.000,0.001,0,3.283
1.211,32.135,10.000,0.001,0,3.283
1.410,32.130,10.000,0.001,0,3.278
1.611,32.130,10.000,0.001,0,3.283
1.810,32.138,10.000,0.001,0,3.278
2.010,32.161,10.000,0.001,0,3.278
2.209,32.184,10.000,0.001,0,3.278
2.409,32.195,10.000,0.001,0,3.278
2.609,32.204,10.000,0.001,0,3.278
2.808,32.220,10.000,0.001,0,3.273
3.008,32.242,10.000,0.001,0,3.273
3.208,32.256,10.000,0.001,0,3.273
3.408,32.268,10.000,0.001,0,3.273
3.608,32.278,10.000,0.001,0,3.273
3.808,32.280,10.000,0.001,0,3.273
4.008,32.270,10.000,0.001,0,3.273
4.207,32.285,10.000,0.001,0,3.273
4.407,32.305,10.000,0.001,0,3.267
4.608,32.317,10.000,0.001,0,3.267
4.808,32.319,10.000,0.001,0,3.267
5.008,32.329,10.000,0.001,0,3.267
5.206,32.334,10.000,0.001,0,3.267
5.407,32.341,10.000,0.001,0,3.267
5.606,32.340,10.000,0.001,0,3.267
5.806,32.341,10.000,0.001,0,3.267
6.006,32.354,10.000,0.001,0,3.262
6.207,32.368,10.000,0.001,0,3.262
6.407,32.385,10.000,0.001,0,3.262
6.606,32.406,10.000,0.001,0,3.262
6.807,32.413,10.000,0.001,0,3.262
7.006,32.407,10.000,0.001,0,3.262
7.206,32.409,10.000,0.001,0,3.257
7.405,32.393,10.000,0.001,0,3.257
7.607,32.386,10.000,0.001,0,3.257
7.806,32.405,10.000,0.001,0,3.257
8.006,32.435,10.000,0.001,0,3.257
8.205,32.441,10.000,0.001,0,3.257
8.406,32.444,10.000,0.001,0,3.257
8.605,32.452,10.000,0.001,0,3.257
8.805,32.472,10.000,0.001,0,3.252
9.005,32.486,10.000,0.001,0,3.252
9.205,32.504,10.000,0.001,0,3.252
9.405,32.523,10.000,0.001,0,3.252
9.605,32.533,10.000,0.001,0,3.252
9.805,32.530,10.000,0.001,0,3.252
10.004,32.537,10.000,0.001,0,3.246
10.204,32.553,10.000,0.001,0,3.246
10.404,32.557,10.000,0.001,0,3.257
10.604,32.567,10.000,0.899,1,3.347
10.804,32.581,10.000,0.899,1,3.352
11.003,32.586,10.000,0.899,1,3.357
11.203,32.581,10.000,0.901,1,3.362
11.403,32.585,10.000,0.905,1,3.362
11.603,32.605,10.000,0.867,1,3.368
11.802,32.620,10.000,0.842,1,3.368
12.002,32.633,10.000,0.899,1,3.373
12.203,32.636,10.000,0.902,1,3.378
12.402,32.644,10.000,0.787,1,3.378
12.602,32.655,10.000,0.794,1,3.378
12.802,32.657,10.000,0.899,1,3.389
13.002,32.670,10.000,0.902,1,3.389
13.202,32.677,10.000,0.845,1,3.394
13.402,32.686,10.000,0.894,1,3.394
13.602,32.697,10.000,0.907,1,3.399
13.801,32.704,10.000,0.884,1,3.399
14.002,32.714,10.000,0.884,1,3.399
14.201,32.728,10.000,0.898,1,3.405
14.401,32.740,10.000,0.878,1,3.410
14.600,32.746,10.000,0.884,1,3.410
14.801,32.746,10.000,0.899,1,3.410
15.001,32.744,10.000,0.878,1,3.415
15.201,32.748,10.000,0.902,1,3.415
15.400,32.760,10.000,0.876,1,3.421
15.599,32.777,10.000,0.885,1,3.426
15.800,32.788,10.000,0.899,1,3.426
16.000,32.788,10.000,0.866,1,3.426
16.200,32.800,10.000,0.888,1,3.431
16.401,32.809,10.000,0.904,1,3.431
16.600,32.817,10.000,0.784,1,3.431
16.800,32.827,10.000,0.884,1,3.436
17.000,32.831,10.000,0.907,1,3.436
17.199,32.839,10.000,0.884,1,3.442
17.399,32.843,10.000,0.899,1,3.442
17.599,32.856,10.000,0.867,1,3.447
17.799,32.871,10.000,0.847,1,3.447
17.999,32.881,10.000,0.884,1,3.447
18.199,32.892,10.000,0.877,1,3.452
18.399,32.908,10.000,0.829,1,3.452
18.598,32.911,10.000,0.881,1,3.452
18.798,32.923,10.000,0.898,1,3.457
18.998,32.935,10.000,0.890,1,3.457
19.199,32.949,10.000,0.881,1,3.457
19.398,32.971,10.000,0.892,1,3.463
19.597,32.990,10.000,0.883,1,3.463
19.797,33.007,10.000,0.880,1,3.468
19.998,33.021,10.000,0.899,1,3.468
20.198,33.027,10.000,0.897,1,3.468
20.397,33.026,10.000,0.871,1,3.468
20.598,33.032,10.000,0.847,1,3.468
20.797,33.050,10.000,0.899,1,3.473
20.997,33.069,10.000,0.881,1,3.473
21.198,33.077,10.000,0.894,1,3.479
21.396,33.095,10.000,0.905,1,3.479
21.596,33.104,10.000,0.878,1,3.479
21.796,33.121,10.000,0.895,1,3.484
21.996,33.141,10.000,0.890,1,3.484
22.197,33.164,10.000,0.873,1,3.484
22.396,33.174,10.000,0.871,1,3.484
22.598,33.192,10.000,0.873,1,3.489
22.807,33.208,10.000,0.880,1,3.489
22.996,33.225,10.000,0.866,1,3.489
23.195,33.247,10.000,0.873,1,3.489
23.396,33.262,10.000,0.881,1,3.494
23.596,33.278,10.000,0.863,1,3.494
23.795,33.276,10.000,0.869,1,3.494
23.995,33.290,10.000,0.854,1,3.500
24.201,33.319,10.000,0.888,1,3.500
24.396,33.335,10.000,0.840,1,3.500
24.595,33.349,10.000,0.895,1,3.505
24.795,33.370,10.000,0.897,1,3.505
24.995,33.383,10.000,0.869,1,3.505
25.195,33.399,10.000,0.871,1,3.505
25.394,33.418,10.000,0.887,1,3.510
25.593,33.435,10.000,0.894,1,3.510
25.794,33.457,10.000,0.839,1,3.510
25.993,33.466,10.000,0.885,1,3.510
26.193,33.479,10.000,0.899,1,3.510
26.395,33.501,10.000,0.887,1,3.516
26.593,33.524,10.000,0.869,1,3.516
26.793,33.549,10.000,0.881,1,3.516
26.994,33.567,10.000,0.870,1,3.521
27.193,33.571,10.000,0.857,1,3.521
27.392,33.585,10.000,0.877,1,3.521
27.594,33.609,10.000,0.888,1,3.521
27.792,33.633,10.000,0.853,1,3.526
27.992,33.643,10.000,0.891,1,3.526
28.192,33.656,10.000,0.890,1,3.526
28.853,33.686,10.000,0.864,1,3.531
28.855,33.719,10.000,0.867,1,3.531
28.856,33.739,10.000,0.866,1,3.531
28.992,33.765,10.000,0.887,1,3.531
29.200,33.771,10.000,0.876,1,3.537
29.392,33.796,10.000,0.857,1,3.537
29.592,33.820,10.000,0.852,1,3.537
29.791,33.845,10.000,0.874,1,3.537
29.992,33.861,10.000,0.843,1,3.537
30.191,33.876,10.000,0.861,1,3.542
30.391,33.888,10.000,0.898,1,3.542
30.591,33.898,10.000,0.878,1,3.542
30.790,33.922,10.000,0.907,1,3.547
30.991,33.944,10.000,0.819,1,3.542
31.225,33.959,10.000,0.861,1,3.547
31.391,33.988,10.000,0.892,1,3.547
31.594,34.003,10.000,0.890,1,3.547
31.791,34.016,10.000,0.892,1,3.547
31.990,34.028,10.000,0.873,1,3.547
32.190,34.036,10.000,0.901,1,3.552
32.390,34.061,10.000,0.885,1,3.552
32.589,34.079,10.000,0.885,1,3.552
32.790,34.091,10.000,0.860,1,3.552
32.993,34.124,10.000,0.902,1,3.558
33.189,34.140,10.000,0.863,1,3.558
33.424,34.164,10.000,0.904,1,3.558
33.601,34.186,10.000,0.891,1,3.558
33.789,34.203,10.000,0.876,1,3.558
33.990,34.232,10.000,0.895,1,3.558
34.189,34.250,10.000,0.869,1,3.563
34.389,34.262,10.000,0.877,1,3.563
34.589,34.278,10.000,0.883,1,3.563
34.788,34.287,10.000,0.829,1,3.563
34.988,34.304,10.000,0.871,1,3.563
35.190,34.321,10.000,0.873,1,3.568
35.389,34.340,10.000,0.839,1,3.568
35.588,34.364,10.000,0.904,1,3.568
35.787,34.394,10.000,0.863,1,3.568
35.987,34.424,10.000,0.866,1,3.568
36.187,34.431,10.000,0.873,1,3.568
36.459,34.439,10.000,0.840,1,3.574
36.588,34.452,10.000,0.867,1,3.574
36.793,34.469,10.000,0.895,1,3.574
36.988,34.487,10.000,0.846,1,3.574
37.186,34.513,10.000,0.853,1,3.579
37.388,34.541,10.000,0.888,1,3.579
37.586,34.563,10.000,0.869,1,3.579
37.786,34.584,10.000,0.871,1,3.579
37.986,34.601,10.000,0.892,1,3.579
38.186,34.619,10.000,0.904,1,3.584
38.409,34.627,10.000,0.888,1,3.584
38.597,34.642,10.000,0.873,1,3.584
39.116,34.666,10.000,0.898,1,3.584
39.118,34.675,10.000,0.871,1,3.589
39.189,34.686,10.000,0.901,1,3.589
39.635,34.710,10.000,0.863,1,3.589
39.660,34.743,10.000,0.902,1,3.589
39.974,34.764,10.000,0.901,1,3.595
39.987,34.782,10.000,0.892,1,3.595
40.281,34.782,10.000,0.854,1,3.589
40.395,34.789,10.000,0.895,1,3.595
40.675,34.804,10.000,0.898,1,3.595
40.791,34.827,10.000,0.883,1,3.595
40.988,34.852,10.000,0.857,1,3.595
41.184,34.879,10.000,0.835,1,3.600
41.384,34.896,10.000,0.860,1,3.595
41.584,34.894,10.000,0.856,1,3.595
41.788,34.903,10.000,0.856,1,3.600
41.983,34.921,10.000,0.885,1,3.600
42.183,34.944,10.000,0.885,1,3.600
42.383,34.955,10.000,0.853,1,3.600
42.584,34.974,10.000,0.871,1,3.600
42.783,34.999,10.000,0.885,1,3.605
42.984,35.021,10.000,0.891,1,3.605
43.182,35.045,10.000,0.832,1,3.605
43.383,35.071,10.000,0.881,1,3.605
43.583,35.090,10.000,0.881,1,3.605
43.783,35.106,10.000,0.904,1,3.605
43.982,35.121,10.000,0.819,1,3.605
44.182,35.140,10.000,0.885,1,3.611
44.382,35.159,10.000,0.867,1,3.611
44.582,35.175,10.000,0.897,1,3.611
44.803,35.195,10.000,0.857,1,3.611
45.004,35.214,10.000,0.883,1,3.611
45.235,35.233,10.000,0.887,1,3.616
45.382,35.267,10.000,0.846,1,3.611
45.582,35.283,10.000,0.836,1,3.616
45.782,35.309,10.000,0.840,1,3.616
45.981,35.326,10.000,0.843,1,3.616
46.181,35.335,10.000,0.892,1,3.616
46.381,35.354,10.000,0.846,1,3.621
46.580,35.374,10.000,0.845,1,3.621
46.784,35.399,10.000,0.860,1,3.621
46.981,35.421,10.000,0.839,1,3.621
47.239,35.443,10.000,0.871,1,3.621
47.407,35.465,10.000,0.894,1,3.621
47.598,35.480,10.000,0.888,1,3.621
47.782,35.497,10.000,0.878,1,3.621
47.979,35.513,10.000,0.852,1,3.621
48.179,35.531,10.000,0.853,1,3.626
48.381,35.552,10.000,0.895,1,3.626
48.580,35.572,10.000,0.859,1,3.626
48.781,35.593,10.000,0.883,1,3.626
48.979,35.595,10.000,0.869,1,3.626
49.181,35.609,10.000,0.842,1,3.626
49.380,35.639,10.000,0.880,1,3.632
49.578,35.658,10.000,0.878,1,3.632
49.780,35.681,10.000,0.899,1,3.632
49.978,35.705,10.000,0.870,1,3.632
50.178,35.721,10.000,0.853,1,3.632
50.378,35.734,10.000,0.890,1,3.632
50.577,35.746,10.000,0.828,1,3.632
50.779,35.768,10.000,0.869,1,3.637
50.994,35.783,10.000,0.870,1,3.637
51.180,35.799,10.000,0.897,1,3.637
51.377,35.814,10.000,0.835,1,3.637
51.577,35.837,10.000,0.874,1,3.637
51.777,35.860,10.000,0.878,1,3.637
51.977,35.878,10.000,0.854,1,3.637
52.177,35.899,10.000,0.877,1,3.642
52.376,35.920,10.000,0.880,1,3.642
52.577,35.937,10.000,0.880,1,3.642
52.776,35.956,10.000,0.869,1,3.642
52.976,35.973,10.000,0.884,1,3.642
53.176,35.988,10.000,0.853,1,3.642
53.380,36.001,10.000,0.753,1,3.642
53.576,36.014,10.000,0.833,1,3.642
53.776,36.042,10.000,0.835,1,3.642
53.975,36.062,10.000,0.764,1,3.648
54.175,36.074,10.000,0.840,1,3.648
54.375,36.087,10.000,0.843,1,3.648
54.576,36.109,10.000,0.871,1,3.648
54.775,36.124,10.000,0.894,1,3.648
54.975,36.131,10.000,0.867,1,3.653
55.175,36.149,10.000,0.849,1,3.648
55.377,36.170,10.000,0.888,1,3.653
55.575,36.189,10.000,0.871,1,3.653
55.774,36.212,10.000,0.877,1,3.653
55.974,36.230,10.000,0.850,1,3.653
56.175,36.240,10.000,0.860,1,3.658
56.375,36.255,10.000,0.897,1,3.653
56.580,36.278,10.000,0.877,1,3.658
56.773,36.299,10.000,0.846,1,3.658
56.974,36.298,10.000,0.871,1,3.658
57.175,36.312,10.000,0.857,1,3.658
57.374,36.328,10.000,0.853,1,3.658
57.573,36.337,10.000,0.860,1,3.658
57.774,36.359,10.000,0.881,1,3.658
57.976,36.379,10.000,0.832,1,3.658
58.173,36.410,10.000,0.880,1,3.658
58.374,36.434,10.000,0.840,1,3.658
58.572,36.448,10.000,0.876,1,3.663
58.773,36.457,10.000,0.860,1,3.663
58.982,36.487,10.000,0.869,1,3.663
59.172,36.497,10.000,0.877,1,3.663
59.372,36.518,10.000,0.884,1,3.663
59.572,36.529,10.000,0.830,1,3.663
59.771,36.546,10.000,0.861,1,3.663
59.997,36.561,10.000,0.845,1,3.663
60.179,36.582,10.000,0.850,1,3.669
60.371,36.604,10.000,0.883,1,3.669
60.571,36.619,10.000,0.838,1,3.669
60.771,36.639,10.000,0.856,1,3.669
60.973,36.642,10.000,0.861,1,3.669
61.172,36.648,10.000,0.854,1,3.669
61.371,36.670,10.000,0.830,1,3.669
61.571,36.691,10.000,0.869,1,3.669
61.771,36.696,10.000,0.866,1,3.674
61.971,36.701,10.000,0.873,1,3.674
62.171,36.721,10.000,0.802,1,3.674
62.371,36.734,10.000,0.884,1,3.674
62.571,36.738,10.000,0.877,1,3.674
62.770,36.752,10.000,0.856,1,3.674
62.969,36.776,10.000,0.873,1,3.674
63.169,36.801,10.000,0.859,1,3.674
63.376,36.810,10.000,0.876,1,3.674
63.569,36.828,10.000,0.866,1,3.674
63.769,36.849,10.000,0.859,1,3.679
63.969,36.861,10.000,0.853,1,3.679
64.169,36.874,10.000,0.860,1,3.679
64.370,36.883,10.000,0.839,1,3.679
64.569,36.894,10.000,0.876,1,3.679
64.768,36.913,10.000,0.863,1,3.679
64.968,36.927,10.000,0.869,1,3.679
65.168,36.919,10.000,0.856,1,3.684
65.369,36.938,10.000,0.847,1,3.684
65.568,36.969,10.000,0.762,1,3.684
65.768,36.985,10.000,0.873,1,3.684
65.968,36.996,10.000,0.828,1,3.684
66.167,37.009,10.000,0.880,1,3.684
66.368,37.026,10.000,0.877,1,3.684
66.570,37.045,10.000,0.840,1,3.684
66.768,37.063,10.000,0.870,1,3.684
66.968,37.076,10.000,0.877,1,3.684
67.167,37.082,10.000,0.873,1,3.684
67.371,37.097,10.000,0.850,1,3.690
67.566,37.120,10.000,0.846,1,3.690
67.767,37.141,10.000,0.873,1,3.690
67.966,37.151,10.000,0.850,1,3.690
68.166,37.162,10.000,0.859,1,3.690
68.366,37.175,10.000,0.888,1,3.690
68.566,37.190,10.000,0.847,1,3.690
68.767,37.202,10.000,0.816,1,3.690
68.966,37.218,10.000,0.859,1,3.690
69.166,37.233,10.000,0.859,1,3.695
69.366,37.237,10.000,0.877,1,3.695
69.565,37.251,10.000,0.843,1,3.695
69.766,37.268,10.000,0.877,1,3.695
69.965,37.288,10.000,0.838,1,3.695
70.165,37.298,10.000,0.838,1,3.695
70.366,37.309,10.000,0.854,1,3.695
70.565,37.320,10.000,0.881,1,3.695
70.766,37.332,10.000,0.874,1,3.695
70.968,37.351,10.000,0.874,1,3.695
71.166,37.371,10.000,0.835,1,3.695
71.365,37.378,10.000,0.890,1,3.700
71.564,37.395,10.000,0.897,1,3.700
71.765,37.402,10.000,0.842,1,3.700
71.964,37.398,10.000,0.847,1,3.700
72.164,37.390,10.000,0.842,1,3.700
72.363,37.393,10.000,0.876,1,3.700
72.564,37.414,10.000,0.790,1,3.700
72.763,37.441,10.000,0.853,1,3.700
72.964,37.461,10.000,0.864,1,3.700
73.163,37.467,10.000,0.853,1,3.706
73.363,37.478,10.000,0.857,1,3.706
73.564,37.499,10.000,0.870,1,3.706
73.763,37.513,10.000,0.878,1,3.706
73.962,37.530,10.000,0.856,1,3.706
74.163,37.544,10.000,0.842,1,3.706
74.363,37.565,10.000,0.892,1,3.706
74.563,37.577,10.000,0.845,1,3.706
74.763,37.584,10.000,0.866,1,3.706
74.962,37.595,10.000,0.876,1,3.706
75.171,37.606,10.000,0.888,1,3.706
75.362,37.607,10.000,0.840,1,3.711
75.561,37.616,10.000,0.847,1,3.711
75.762,37.644,10.000,0.874,1,3.711
75.962,37.663,10.000,0.822,1,3.711
76.160,37.682,10.000,0.888,1,3.711
76.361,37.705,10.000,0.871,1,3.711
76.561,37.715,10.000,0.869,1,3.711
76.760,37.713,10.000,0.847,1,3.711
76.960,37.721,10.000,0.828,1,3.711
77.160,37.741,10.000,0.874,1,3.716
77.361,37.762,10.000,0.864,1,3.716
77.560,37.779,10.000,0.840,1,3.716
77.759,37.794,10.000,0.814,1,3.716
77.960,37.803,10.000,0.878,1,3.716
78.163,37.811,10.000,0.843,1,3.716
78.360,37.824,10.000,0.871,1,3.716
78.559,37.838,10.000,0.828,1,3.716
78.759,37.849,10.000,0.832,1,3.716
78.959,37.867,10.000,0.843,1,3.716
79.159,37.881,10.000,0.885,1,3.716
79.359,37.889,10.000,0.850,1,3.721
79.559,37.902,10.000,0.864,1,3.721
79.758,37.908,10.000,0.853,1,3.721
79.958,37.922,10.000,0.877,1,3.721
80.159,37.939,10.000,0.867,1,3.721
80.359,37.941,10.000,0.852,1,3.716
80.558,37.940,10.000,0.877,1,3.721
80.758,37.952,10.000,0.836,1,3.721
80.958,37.974,10.000,0.878,1,3.721
81.158,37.981,10.000,0.849,1,3.721
81.358,37.986,10.000,0.869,1,3.721
81.557,37.995,10.000,0.856,1,3.721
81.758,38.019,10.000,0.829,1,3.721
81.957,38.038,10.000,0.842,1,3.721
82.157,38.050,10.000,0.860,1,3.727
82.357,38.065,10.000,0.881,1,3.727
82.557,38.072,10.000,0.878,1,3.727
82.757,38.084,10.000,0.847,1,3.727
82.957,38.092,10.000,0.867,1,3.727
83.156,38.104,10.000,0.845,1,3.727
83.357,38.109,10.000,0.859,1,3.727
83.556,38.121,10.000,0.867,1,3.727
83.756,38.132,10.000,0.846,1,3.727
83.955,38.145,10.000,0.854,1,3.727
84.156,38.142,10.000,0.869,1,3.727
84.360,38.143,10.000,0.839,1,3.732
84.566,38.159,10.000,0.853,1,3.732
84.755,38.178,10.000,0.860,1,3.732
84.955,38.198,10.000,0.863,1,3.732
85.155,38.218,10.000,0.832,1,3.732
85.358,38.230,10.000,0.888,1,3.732
85.556,38.245,10.000,0.887,1,3.732
85.785,38.264,10.000,0.870,1,3.732
85.955,38.279,10.000,0.873,1,3.732
86.154,38.295,10.000,0.876,1,3.732
86.355,38.304,10.000,0.843,1,3.737
86.554,38.321,10.000,0.853,1,3.732
86.755,38.331,10.000,0.838,1,3.732
86.954,38.346,10.000,0.838,1,3.737
87.155,38.355,10.000,0.871,1,3.737
87.354,38.358,10.000,0.845,1,3.737
87.553,38.367,10.000,0.849,1,3.737
87.753,38.369,10.000,0.877,1,3.737
87.953,38.351,10.000,0.840,1,3.737
88.153,38.340,10.000,0.797,1,3.737
88.353,38.354,10.000,0.863,1,3.737
88.556,38.381,10.000,0.857,1,3.743
88.753,38.401,10.000,0.874,1,3.743
88.958,38.409,10.000,0.846,1,3.743
89.153,38.419,10.000,0.845,1,3.743
89.352,38.425,10.000,0.883,1,3.743
89.552,38.429,10.000,0.881,1,3.743
89.752,38.451,10.000,0.846,1,3.743
89.951,38.474,10.000,0.852,1,3.743
90.151,38.492,10.000,0.842,1,3.743
90.351,38.496,10.000,0.839,1,3.743
90.552,38.501,10.000,0.863,1,3.743
90.758,38.510,10.000,0.845,1,3.743
90.956,38.526,10.000,0.816,1,3.743
91.151,38.544,10.000,0.876,1,3.743
91.381,38.561,10.000,0.866,1,3.743
91.551,38.562,10.000,0.847,1,3.748
91.755,38.549,10.000,0.888,1,3.748
91.950,38.556,10.000,0.850,1,3.743
92.151,38.570,10.000,0.878,1,3.748
92.350,38.584,10.000,0.845,1,3.748
92.550,38.605,10.000,0.885,1,3.748
92.750,38.614,10.000,0.867,1,3.748
92.950,38.615,10.000,0.832,1,3.748
93.149,38.621,10.000,0.867,1,3.748
93.350,38.636,10.000,0.857,1,3.748
93.549,38.647,10.000,0.866,1,3.748
93.749,38.664,10.000,0.870,1,3.748
93.950,38.678,10.000,0.866,1,3.753
94.181,38.689,10.000,0.890,1,3.753
94.399,38.670,10.000,0.877,1,3.748
94.548,38.677,10.000,0.838,1,3.753
94.749,38.706,10.000,0.890,1,3.753
94.948,38.721,10.000,0.849,1,3.753
95.149,38.722,10.000,0.829,1,3.753
95.348,38.727,10.000,0.869,1,3.753
95.549,38.734,10.000,0.823,1,3.753
95.749,38.744,10.000,0.863,1,3.753
95.948,38.740,10.000,0.878,1,3.753
96.148,38.750,10.000,0.833,1,3.753
96.348,38.772,10.000,0.838,1,3.753
96.548,38.792,10.000,0.869,1,3.758
96.760,38.797,10.000,0.846,1,3.758
96.948,38.804,10.000,0.864,1,3.753
97.147,38.803,10.000,0.859,1,3.753
97.347,38.818,10.000,0.843,1,3.758
97.546,38.837,10.000,0.853,1,3.758
97.749,38.842,10.000,0.876,1,3.758
97.946,38.858,10.000,0.833,1,3.758
98.146,38.866,10.000,0.873,1,3.758
98.346,38.867,10.000,0.866,1,3.758
98.546,38.866,10.000,0.856,1,3.758
98.747,38.882,10.000,0.843,1,3.758
98.946,38.898,10.000,0.864,1,3.758
99.146,38.902,10.000,0.850,1,3.758
99.348,38.919,10.000,0.888,1,3.758
99.545,38.926,10.000,0.874,1,3.758
99.746,38.937,10.000,0.795,1,3.758
99.946,38.949,10.000,0.819,1,3.758
100.145,38.956,10.000,0.828,1,3.764
100.347,38.953,10.000,0.876,1,3.764
100.545,38.941,10.000,0.760,1,3.764
100.745,38.950,10.000,0.853,1,3.764
100.945,38.968,10.000,0.853,1,3.764
101.144,38.977,10.000,0.883,1,3.764
101.344,38.990,10.000,0.869,1,3.764
101.556,38.989,10.000,0.854,1,3.764
101.744,38.975,10.000,0.885,1,3.764
101.944,38.985,10.000,0.857,1,3.764
102.144,38.978,10.000,0.833,1,3.764
102.344,38.961,10.000,0.842,1,3.764
102.543,38.963,10.000,0.881,1,3.764
102.744,38.983,10.000,0.852,1,3.769
102.944,39.012,10.000,0.814,1,3.764
103.143,39.036,10.000,0.845,1,3.769
103.343,39.040,10.000,0.870,1,3.769
103.546,39.037,10.000,0.880,1,3.769
103.744,39.042,10.000,0.869,1,3.769
103.943,39.052,10.000,0.864,1,3.769
104.148,39.050,10.000,0.864,1,3.769
104.342,39.050,10.000,0.876,1,3.769
104.542,39.061,10.000,0.863,1,3.769
104.743,39.072,10.000,0.818,1,3.769
104.941,39.086,10.000,0.856,1,3.769
105.143,39.076,10.000,0.849,1,3.769
105.343,39.070,10.000,0.878,1,3.769
105.542,39.084,10.000,0.857,1,3.769
105.768,39.095,10.000,0.852,1,3.774
105.942,39.112,10.000,0.860,1,3.769
106.143,39.126,10.000,0.835,1,3.769
106.341,39.137,10.000,0.853,1,3.774
106.541,39.153,10.000,0.847,1,3.774
106.741,39.165,10.000,0.845,1,3.774
106.942,39.158,10.000,0.818,1,3.774
107.142,39.157,10.000,0.881,1,3.774
107.340,39.157,10.000,0.871,1,3.774
107.540,39.166,10.000,0.890,1,3.774
107.740,39.182,10.000,0.808,1,3.774
107.940,39.189,10.000,0.828,1,3.774
108.139,39.203,10.000,0.869,1,3.774
108.340,39.215,10.000,0.828,1,3.774
108.540,39.216,10.000,0.861,1,3.774
108.742,39.210,10.000,0.890,1,3.774
108.944,39.207,10.000,0.846,1,3.774
109.150,39.212,10.000,0.860,1,3.779
109.340,39.220,10.000,0.863,1,3.779
109.541,39.219,10.000,0.843,1,3.779
109.741,39.227,10.000,0.852,1,3.779
109.940,39.248,10.000,0.835,1,3.774
110.139,39.265,10.000,0.857,1,3.779
110.338,39.274,10.000,0.857,1,3.779
110.538,39.284,10.000,0.874,1,3.779
110.738,39.295,10.000,0.866,1,3.779
110.939,39.304,10.000,0.867,1,3.779
111.138,39.297,10.000,0.849,1,3.779
111.338,39.292,10.000,0.809,1,3.779
111.539,39.294,10.000,0.880,1,3.779
111.738,39.296,10.000,0.878,1,3.779
111.937,39.308,10.000,0.749,1,3.779
112.137,39.327,10.000,0.876,1,3.779
112.337,39.333,10.000,0.861,1,3.779
112.538,39.332,10.000,0.821,1,3.779
112.737,39.322,10.000,0.860,1,3.779
112.937,39.340,10.000,0.823,1,3.779
113.136,39.348,10.000,0.874,1,3.785
113.336,39.335,10.000,0.883,1,3.785
113.536,39.340,10.000,0.840,1,3.785
113.736,39.349,10.000,0.856,1,3.779
113.940,39.365,10.000,0.857,1,3.785
114.136,39.366,10.000,0.833,1,3.785
114.338,39.370,10.000,0.870,1,3.785
114.537,39.383,10.000,0.880,1,3.785
114.736,39.382,10.000,0.890,1,3.785
114.956,39.381,10.000,0.871,1,3.785
115.135,39.393,10.000,0.866,1,3.785
115.334,39.405,10.000,0.870,1,3.785
115.535,39.423,10.000,0.828,1,3.785
115.735,39.430,10.000,0.849,1,3.785
115.935,39.437,10.000,0.850,1,3.785
116.134,39.454,10.000,0.891,1,3.785
116.334,39.456,10.000,0.836,1,3.785
116.535,39.453,10.000,0.852,1,3.785
116.734,39.452,10.000,0.870,1,3.785
116.934,39.460,10.000,0.859,1,3.785
117.134,39.471,10.000,0.833,1,3.790
117.333,39.479,10.000,0.870,1,3.790
117.533,39.472,20.000,0.883,1,3.785
117.733,39.456,10.000,0.788,1,3.785
117.933,39.442,20.000,0.849,1,3.785
118.133,39.456,20.000,0.867,1,3.790
118.333,39.455,20.000,0.869,1,3.790
118.536,39.470,20.000,0.850,1,3.790
118.733,39.498,20.000,0.832,1,3.790
118.933,39.517,10.000,0.867,1,3.790
119.132,39.519,20.000,0.823,1,3.790
119.333,39.508,20.000,0.836,1,3.790
119.533,39.505,20.000,0.861,1,3.790
119.732,39.517,20.000,0.857,1,3.790
119.932,39.532,20.000,0.816,1,3.790
120.132,39.542,20.000,0.815,1,3.790
120.332,39.534,20.000,0.828,1,3.790
120.532,39.546,20.000,0.833,1,3.790
120.731,39.560,20.000,0.833,1,3.790
120.936,39.560,20.000,0.873,1,3.790
121.136,39.543,20.000,0.843,1,3.790
121.411,39.547,20.000,0.849,1,3.790
121.532,39.570,20.000,0.873,1,3.790
121.731,39.585,20.000,0.877,1,3.790
121.931,39.589,20.000,0.815,1,3.790
122.131,39.591,20.000,0.883,1,3.790
122.330,39.602,20.000,0.873,1,3.795
122.530,39.590,20.000,0.859,1,3.790
122.730,39.598,20.000,0.863,1,3.790
122.933,39.613,20.000,0.859,1,3.790
123.130,39.624,20.000,0.873,1,3.790
123.330,39.633,20.000,0.871,1,3.790
123.530,39.622,20.000,0.860,1,3.790
123.729,39.608,20.000,0.877,1,3.790
123.929,39.615,20.000,0.857,1,3.790
124.138,39.605,20.000,0.847,1,3.795
124.329,39.592,20.000,0.864,1,3.790
124.531,39.598,20.000,0.838,1,3.790
124.729,39.623,20.000,0.835,1,3.795
124.929,39.639,20.000,0.859,1,3.790
125.129,39.646,20.000,0.859,1,3.790
125.330,39.657,20.000,0.825,1,3.790
125.538,39.671,20.000,0.866,1,3.790
125.728,39.665,20.000,0.864,1,3.795
125.927,39.664,20.000,0.819,1,3.795
126.128,39.669,20.000,0.866,1,3.795
126.327,39.673,20.000,0.861,1,3.795
126.562,39.680,20.000,0.864,1,3.795
